,sourceid,title_csv,type,issn,sjr,sjr best quartile,h index,total docs. (2020),total docs. (3years),total refs.,total cites (3years),citable docs. (3years),cites / doc. (2years),ref. / doc.,country,region,publisher,coverage,categories,total cites,journal impact factor,eigenfactor score,abstract,doi,year,author,title_bib,type_publication
243,28218,MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,journal,13652966,"2,058",Q1,383,3653,10488,273464,99701,10487,"9,67","74,86",United Kingdom,Western Europe,Oxford University Press,1986-2020,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),"191,209",5.287,0.22219,"We present ProFit, a new code for Bayesian two-dimensional photometric galaxy profile modelling. ProFit consists of a low-level c++ library (libprofit), accessible via a command-line interface and documented API, along with high-level r (ProFit) and python (PyProFit) interfaces (available at github.com/ICRAR/libprofit, github.com/ICRAR/ProFit, and github.com/ICRAR/pyprofit, respectively). r ProFit is also available pre-built from cran; however, this version will be slightly behind the latest GitHub version. libprofit offers fast and accurate two-dimensional integration for a useful number of profiles, including Sérsic, Core-Sérsic, broken-exponential, Ferrer, Moffat, empirical King, point-source, and sky, with a simple mechanism for adding new profiles. We show detailed comparisons between libprofit and galfit. libprofit is both faster and more accurate than galfit at integrating the ubiquitous Sérsic profile for the most common values of the Sérsic index n (0.5 < n < 8). The high-level fitting code ProFit is tested on a sample of galaxies with both SDSS and deeper KiDS imaging. We find good agreement in the fit parameters, with larger scatter in best-fitting parameters from fitting images from different sources (SDSS versus KiDS) than from using different codes (ProFit versus galfit). A large suite of Monte Carlo-simulated images are used to assess prospects for automated bulge-disc decomposition with ProFit on SDSS, KiDS, and future LSST imaging. We find that the biggest increases in fit quality come from moving from SDSS- to KiDS-quality data, with less significant gains moving from KiDS to LSST.",10.1093/mnras/stw3039,2016,,PROFIT: BAYESIAN PROFILE FITTING OF GALAXY IMAGES,
244,28218,MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,journal,13652966,"2,058",Q1,383,3653,10488,273464,99701,10487,"9,67","74,86",United Kingdom,Western Europe,Oxford University Press,1986-2020,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),"191,209",5.287,0.22219,"We have performed a detailed analysis of the Czernik 3 (Cz3) open cluster by using deep near-infrared photometry taken with TIRCAM2 on the 3.6 m Devasthal optical telescope along with the recently available high-quality proper motion data from the Gaia DR2 and deep photometric data from Pan-STARRS1. The cluster has a highly elongated morphology with fractal distribution of stars. The core and cluster radii of the cluster are estimated as 0.5 and 1.2 pc, respectively. We have identified 45 stars as cluster members using the Gaia proper motion data. The distance and age of the cluster are found to be 3.5 ± 0.9 kpc and $0.9^{+0.3}_{-0.1}$ Gyr, respectively. The slope of the mass function `Γ′ in the cluster region, in the mass range ∼0.95 <M/M⊙ < 2.2, is found to be −1.01 ± 0.43. The cluster shows the signatures of mass segregation and is dynamically relaxed (dynamical age = 10 Myr). This along with its small size, big tidal radius, low density/large separation of stars, and elongated and distorted morphology indicates that the Cz3 is a loosely bound disintegrating cluster under the influence of external tidal interactions.",10.1093/mnras/staa2412,2020,,THE DISINTEGRATING OLD OPEN CLUSTER CZERNIK 3,
245,28218,MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,journal,13652966,"2,058",Q1,383,3653,10488,273464,99701,10487,"9,67","74,86",United Kingdom,Western Europe,Oxford University Press,1986-2020,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),"191,209",5.287,0.22219,"We create broad-band spectral energy distributions (SEDs) of 761 type 1 active galactic nuclei (AGN). The Scott et al. sample, created by a cross-correlation of the optical Sloan Digital Sky Survey Data Release 5 quasar catalogue and the 2XMMi catalogue of serendipitous X-ray sources, is further matched with the Faint Images of the Radio Sky at Twenty-cm catalogue of radio sources, the mid-infrared (MIR) Wide-field Infrared Survey Explorer all-sky data release, the Two Micron All Sky Survey near-infrared point source catalogue, the UKIRT Infrared Deep Sky Survey Data Release 9 Large Area Survey and the Galaxy Evolution Explorer all-sky and medium ultraviolet (UV) imaging surveys. This allows broad-band SEDs including up to 19 flux measurements covering log ν ∼ 9.2–18.1 to be created. We investigate variations in the SED shape by binning a subsample of 237 AGN with the best quality SEDs according to their X-ray spectral parameters, their quasar subtype and physical parameters such as luminosity, black hole mass and Eddington ratio. The AGN subpopulations show some significant differences in their SEDs; X-ray absorbed AGN show a deficit of emission at X-ray/UV frequencies and an excess in the MIR consistent with absorption and re-emission, radio-loud AGN show increased radio and X-ray emission consistent with the presence of a jet component in addition to the emission seen from radio-quiet AGN and the SEDs of narrow-line Seyfert 1s only differ from other type 1s in the X-ray regime, suggesting any physical differences are limited to their X-ray emitting region. Binning the AGN according to underlying physical parameters reveals more subtle differences in the SEDs. The X-ray spectral slope does not appear to have any influence or dependence on the multiwavelength emission in the rest of the SED. The contribution of X-rays to the bolometric luminosity is lower in higher luminosity sources, and relatively more emission in the optical/UV is seen in AGN with higher X-ray luminosities. Variations in the relative flux and peak frequency of the big blue bump are observed and may suggest higher inner disc temperatures with increasing accretion rates. Overall, we find that the diversity in the SED shapes is relatively small, and we find no apparent single driver for the variations.",10.1093/mnras/stt2341,2014,,DO THE SPECTRAL ENERGY DISTRIBUTIONS OF TYPE 1 ACTIVE GALACTIC NUCLEI SHOW DIVERSITY?,
246,28218,MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,journal,13652966,"2,058",Q1,383,3653,10488,273464,99701,10487,"9,67","74,86",United Kingdom,Western Europe,Oxford University Press,1986-2020,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),"191,209",5.287,0.22219,"One of the biggest problems faced by current and next-generation astronomical surveys is trying to produce large numbers of accurate cross-identifications across a range of wavelength regimes with varying data quality and positional uncertainty. Until recently, simple spatial ‘nearest neighbour’ associations have been sufficient for most applications. However as advances in instrumentation allow more sensitive images to be made, the rapid increase in the source density has meant that source confusion across multiple wavelengths is a serious problem. The field of far-IR and sub-mm astronomy has been particularly hampered by such problems. The poor angular resolution of current sub-mm and far-IR instruments is such that in a lot of cases, there are multiple plausible counterparts for each source at other wavelengths. Here we present a new automated method of producing associations between sources at different wavelengths using a combination of spatial and spectral energy distribution information set in a Bayesian framework. Testing of the technique is performed on both simulated catalogues of sources from GaLICS and real data from multiwavelength observations of the Subaru-XMM Deep Field. It is found that a single figure of merit, the Bayes factor, can be effectively used to describe the confidence in the match. Further applications of this technique to future Herschel data sets are discussed.",10.1111/j.1365-2966.2009.15522.x,2009,,A NEW APPROACH TO MULTIWAVELENGTH ASSOCIATIONS OF ASTRONOMICAL SOURCES,
247,28218,MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,journal,13652966,"2,058",Q1,383,3653,10488,273464,99701,10487,"9,67","74,86",United Kingdom,Western Europe,Oxford University Press,1986-2020,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),"191,209",5.287,0.22219,"The metal-poor (Z ≃ 1/100 Z⊙) damped Lyman α system (DLA) at redshift zabs = 3.049 84 in the zem ≃ 3.030 QSO SDSS J1419+0829 has near-ideal properties for an accurate determination of the primordial abundance of deuterium (D/H)p. We have analysed a high-quality spectrum of this object with software specifically designed to deduce the best-fitting value of D/H and to assess comprehensively the random and systematic errors affecting this determination. We find (D/H)DLA = (2.535 ± 0.05) × 10−5, which in turn implies Ωb, 0h2 = 0.0223 ± 0.0009, in very good agreement with Ωb, 0h2(CMB) = 0.0222 ± 0.0004 deduced from the angular power spectrum of the cosmic microwave background (CMB). If the value in this DLA is indeed the true (D/H)p produced by big bang nucleosynthesis (BBN), there may be no need to invoke non-standard physics nor early astration of D to bring together Ωb, 0 h2(BBN) and Ωb, 0 h2(CMB). The scatter between most of the reported values of (D/H)p in the literature may be due largely to unaccounted systematic errors and biases. Further progress in this area will require a homogeneous set of data comparable to those reported here and analysed in a self-consistent manner. Such an endeavour, while observationally demanding, has the potential of improving our understanding of BBN physics, including the relevant nuclear reactions, and the subsequent processing of light nuclides through stars.",10.1111/j.1365-2966.2012.21665.x,2012,,"A NEW, PRECISE MEASUREMENT OF THE PRIMORDIAL ABUNDANCE OF DEUTERIUM",
248,28218,MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,journal,13652966,"2,058",Q1,383,3653,10488,273464,99701,10487,"9,67","74,86",United Kingdom,Western Europe,Oxford University Press,1986-2020,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),"191,209",5.287,0.22219,"We propose a new method of estimation of the black hole masses in active galactic nuclei (AGN) based on the normalized excess variance, σ2nxs. We derive a relation between σ2nxs, the length of the observation, T, the light-curve bin size, Δt, and the black hole mass, assuming that (i) the power spectrum above the high-frequency break, νbf, has a slope of −2, (ii) the high-frequency break scales with black hole mass, (iii) the power-spectrum amplitude (in frequency–power space) is universal and (iv) σ2nxs is calculated from observations of length T < 1/νbf. Values of black hole masses in AGN obtained with this method are consistent with estimates based on other techniques such as reverberation mapping or the MBH–stellar velocity dispersion relation. The method is formally equivalent to methods based on power spectrum scaling with mass, but the use of σ2nxs has the big advantage of being applicable to relatively low-quality data.",10.1111/j.1365-2966.2004.07829.x,2004,,BLACK HOLE MASS ESTIMATION FROM X-RAY VARIABILITY MEASUREMENTS IN ACTIVE GALACTIC NUCLEI,
249,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),"46,935",7.550,0.03523,"This paper examines the challenges of leveraging big data in the humanitarian sector in support of UN Sustainable Development Goal 17 “Partnerships for the Goals”. The full promise of Big Data is underpinned by a tacit assumption that the heterogeneous ‘exhaust trail’ of data is contextually relevant and sufficiently granular to be mined for value. This promise, however, relies on relationality – that patterns can be derived from combining different pieces of data that are of corresponding detail or that there are effective mechanisms to resolve differences in detail. Here, we present empirical work integrating eight heterogeneous datasets from the humanitarian domain to provide evidence of the inherent challenge of complexity resulting from differing levels of data granularity. In clarifying this challenge, we explore the reasons why it is manifest, discuss strategies for addressing it and, as our principal contribution, identify five propositions to guide future research.",https://doi.org/10.1016/j.jbusres.2020.09.035,2021,David Bell and Mark Lycett and Alaa Marshan and Asmat Monaghan,EXPLORING FUTURE CHALLENGES FOR BIG DATA IN THE HUMANITARIAN DOMAIN,article
250,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),"46,935",7.550,0.03523,"Prior research articulated the importance of developing a big data analytics capability but did not show how to cultivate this development. Drawing on the literature on this topic, this study develops the concept of Big Data capability, which enhances our understanding of Big Data practice beyond that captured in previous literature on the concept of big data analytics capability. This study further highlights the strategic implications of the concept by testing its relationship to three strategic orientations and one aspect of organizational culture. Findings show that customer, entrepreneurial, and technology orientations, and developmental culture are important contributors to the development of Big Data capability.",https://doi.org/10.1016/j.jbusres.2019.07.016,2019,Canchu Lin and Anand Kunnathur,"STRATEGIC ORIENTATIONS, DEVELOPMENTAL CULTURE, AND BIG DATA CAPABILITY",article
251,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),"46,935",7.550,0.03523,"The lack of sufficient big data-based approaches impedes the development of human resource management (HRM) research and practices. Although scholars have realized the importance of applying a big data approach to HRM research, clear guidance is lacking regarding how to integrate the two. Using a clustering algorithm based on the big data research paradigm, we first conduct a bibliometric review to quantitatively assess and scientifically map the evolution of the current big data HRM literature. Based on this systematic review, we propose a general theoretical framework described as “Inductive (Prediction paradigm: Data mining/Theory building) vs. Deductive (Explanation paradigm: Theory testing)”. In this framework, we discuss potential research questions, their corresponding levels of analysis, relevant methods, data sources and software. We then summarize the general procedures for conducting big data research within HRM research. Finally, we propose a future agenda for applying big data approaches to HRM research and identify five promising HRM research topics at the micro, meso and macro levels along with three challenges and limitations that HRM scholars may face in the era of big data.",https://doi.org/10.1016/j.jbusres.2021.04.019,2021,Yucheng Zhang and Shan Xu and Long Zhang and Mengxi Yang,BIG DATA AND HUMAN RESOURCE MANAGEMENT RESEARCH: AN INTEGRATIVE REVIEW AND NEW DIRECTIONS FOR FUTURE RESEARCH,article
252,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),"46,935",7.550,0.03523,"Big data analytics (BDA) has recently gained importance as an emerging technology for handling big data. The use of advanced techniques with differing levels of intelligence, such as descriptive, predictive, prescriptive, and autonomous analytics, is expected to create value for firms. By viewing BDA as a sociotechnical system, we conduct a meta-analysis of 107 individual studies to integrate prior evidence on the role of the technical and social factors of BDA in creating BDA business value. The findings underline the predominant role of the social components in enhancing firm performance, such as the BDA system’s human factors and a nurturing organizational structure, in contrast to the minor role of the technological factors. However, both the technical and social factors are found to be strong determinants of BDA business value. Through the combined lens of sociotechnical theory and the IS business value framework, we contribute to research and practice by enhancing the understanding of the main technical and social determinants of BDA business value at the firm level.",https://doi.org/10.1016/j.jbusres.2022.08.028,2022,Thuy Duong Oesterreich and Eduard Anton and Frank Teuteberg and Yogesh K Dwivedi,THE ROLE OF THE SOCIAL AND TECHNICAL FACTORS IN CREATING BUSINESS VALUE FROM BIG DATA ANALYTICS: A META-ANALYSIS,article
253,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),"46,935",7.550,0.03523,"The use of social media for innovation requires firms to manage rapid information transfers, big data, and multiway communication. Yet managers lack clear insights on the way social media should be managed and current literature is dispersed across various research streams. In this article, the authors aim to develop a better understanding of how social media use should be leveraged for innovation. To achieve this objective, they build a systematic review of evidence from 177 scientific articles across four key management disciplines. They analyze research perspectives and conceptualizations of social media use for innovation and provide a framework of the drivers, contingencies and outcomes related to this topic. Next, they attempt to identify what is currently known about social media use for innovation. Last, they suggest critical areas for future inquiry on this important subject.",https://doi.org/10.1016/j.jbusres.2022.01.039,2022,Marie-Isabelle Muninger and Dominik Mahr and Wafa Hammedi,SOCIAL MEDIA USE: A REVIEW OF INNOVATION MANAGEMENT PRACTICES,article
254,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),"46,935",7.550,0.03523,"The emerging Big Data integration imposes diverse challenges, compromising the sustainable business research practice. Heterogeneity, multi-dimensionality, velocity, and massive volumes that challenge Big Data paradigm may preclude the effective data and system integration processes. Business alignments get affected within and across joint ventures as enterprises attempt to adapt to changes in industrial environments rapidly. In the context of the Oil and Gas industry, we design integrated artefacts for a resilient multidimensional warehouse repository. With access to several decades of resource data in upstream companies, we incorporate knowledge-based data models with spatial-temporal dimensions in data schemas to minimize ambiguity in warehouse repository implementation. The design considerations ensure uniqueness and monotonic properties of dimensions, maintaining the connectivity between artefacts and achieving the business alignments. The multidimensional attributes envisage Big Data analysts a scope of business research with valuable new knowledge for decision support systems and adding further business values in geographic scales.",https://doi.org/10.1016/j.jbusres.2018.04.029,2018,Shastri L. Nimmagadda and Torsten Reiners and Lincoln C. Wood,ON BIG DATA-GUIDED UPSTREAM BUSINESS RESEARCH AND ITS KNOWLEDGE MANAGEMENT,article
255,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),"46,935",7.550,0.03523,"Although big data analytics have tremendous benefits for healthcare organizations, extant research has paid insufficient attention to the exploration of its business value. In order to bridge this knowledge gap, this study proposes a big data analytics-enabled business value model in which we use the resource-based theory (RBT) and capability building view to explain how big data analytics capabilities can be developed and what potential benefits can be obtained by these capabilities in the health care industries. Using this model, we investigate 109 case descriptions, covering 63 healthcare organizations to explore the causal relationships between the big data analytics capabilities and business value and the path-to-value chains for big data analytics success. Our findings provide new insights to healthcare practitioners on how to constitute big data analytics capabilities for business transformation and offer an empirical basis that can stimulate a more detailed investigation of big data analytics implementation.",https://doi.org/10.1016/j.jbusres.2016.08.002,2017,Yichuan Wang and Nick Hajli,EXPLORING THE PATH TO BIG DATA ANALYTICS SUCCESS IN HEALTHCARE,article
256,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),"46,935",7.550,0.03523,"Consumer analytics is at the epicenter of a Big Data revolution. Technology helps capture rich and plentiful data on consumer phenomena in real time. Thus, unprecedented volume, velocity, and variety of primary data, Big Data, are available from individual consumers. To better understand the impact of Big Data on various marketing activities, enabling firms to better exploit its benefits, a conceptual framework that builds on resource-based theory is proposed. Three resources—physical, human, and organizational capital—moderate the following: (1) the process of collecting and storing evidence of consumer activity as Big Data, (2) the process of extracting consumer insight from Big Data, and (3) the process of utilizing consumer insight to enhance dynamic/adaptive capabilities. Furthermore, unique resource requirements for firms to benefit from Big Data are discussed.",https://doi.org/10.1016/j.jbusres.2015.07.001,2016,Sunil Erevelles and Nobuyuki Fukawa and Linda Swayne,BIG DATA CONSUMER ANALYTICS AND THE TRANSFORMATION OF MARKETING,article
257,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),"46,935",7.550,0.03523,"Grounded in gestalt insight learning theory and organizational learning theory, we collected data from 280 middle and top-level managers to investigate the impact of each big data characteristic (i.e., data volume, data velocity, data variety, and data veracity) on firm innovation competency (i.e., exploitation competency and exploration competency), mediated through data-driven insight generation (i.e., descriptive insight, predictive insight, and prescriptive insight). Findings show that while data velocity, variety, and veracity enhance data-driven insight generation, data volume does not impact it. Additionally, results of the post hoc analysis indicate that while descriptive and predictive insights improve innovation competency, prescriptive insight does not affect it. These results provide interesting and unique theoretical and practical insights.",https://doi.org/10.1016/j.jbusres.2019.07.006,2019,Maryam Ghasemaghaei and Goran Calic,DOES BIG DATA ENHANCE FIRM INNOVATION COMPETENCY? THE MEDIATING ROLE OF DATA-DRIVEN INSIGHTS,article
258,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),"46,935",7.550,0.03523,"Organizations are looking for ways to harness the power of big data (BD) to improve their decision making. Despite its significance the effects of BD on decision-making quality has been given scant attention in the literature. In this paper factors influencing decision-making based on BD are identified using a case study. BD is collected from different sources that have various data qualities and are processed by various organizational entities resulting in the creation of a big data chain. The veracity (manipulation, noise), variety (heterogeneity of data) and velocity (constantly changing data sources) amplified by the size of big data calls for relational and contractual governance mechanisms to ensure BD quality and being able to contextualize data. The case study reveals that taking advantage of big data is an evolutionary process in which the gradually understanding of the potential of big data and the routinization of processes plays a crucial role.",https://doi.org/10.1016/j.jbusres.2016.08.007,2017,Marijn Janssen and Haiko {van der Voort} and Agung Wahyudi,FACTORS INFLUENCING BIG DATA DECISION-MAKING QUALITY,article
259,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),"46,935",7.550,0.03523,"Although big data analytics (BDA) is considered the next “frontier” in data science by creating potential business opportunities, the way to extract those opportunities is unclear. This paper aims to understand the antecedents of BDA value at a firm level. The authors performed a study using a mixed methodology approach. First, by carrying out a Delphi study to explore and rank the antecedents affecting the creation of BDA value. Based on the Delphi results, we propose an empirically validated model supported by a survey conducted on 175 European firms to explain the antecedents of BDA sustained value. The results show that the proposed model explains 62% of BDA sustained value at the firm level, where the most critical contributor is BDA use. We provide directions for managers to support their decisions on BDA strategy definition and refinement. For academics, we extend BDA value literature and outline some potential research opportunities.",https://doi.org/10.1016/j.jbusres.2018.12.072,2019,Nadine Côrte-Real and Pedro Ruivo and Tiago Oliveira and Aleš Popovič,UNLOCKING THE DRIVERS OF BIG DATA ANALYTICS VALUE IN FIRMS,article
260,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),"46,935",7.550,0.03523,"Customer experience (CX) has emerged as a sustainable source of competitive differentiation. Recent developments in big data analytics (BDA) have exposed possibilities to unlock customer insights for customer experience management (CXM). Research at the intersection of these two fields is scarce and there is a need for conceptual work that (1) provides an overview of opportunities to use BDA for CXM and (2) guides management practice and future research. The purpose of this paper is therefore to develop a strategic framework for CXM based on CX insights resulting from BDA. Our conceptualisation is comprehensive and is particularly relevant for researchers and practitioners who are less familiar with the potential of BDA for CXM. For managers, we provide a step-by-step guide on how to kick-start or implement our strategic framework. For researchers, we propose some opportunities for future studies in this promising research area.",https://doi.org/10.1016/j.jbusres.2020.01.022,2020,Maria Holmlund and Yves {Van Vaerenbergh} and Robert Ciuchita and Annika Ravald and Panagiotis Sarantopoulos and Francisco Villarroel Ordenes and Mohamed Zaki,CUSTOMER EXPERIENCE MANAGEMENT IN THE AGE OF BIG DATA ANALYTICS: A STRATEGIC FRAMEWORK,article
261,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),"46,935",7.550,0.03523,"Big data analytics has been widely regarded as a breakthrough technological development in academic and business communities. Despite the growing number of firms that are launching big data initiatives, there is still limited understanding on how firms translate the potential of such technologies into business value. The literature argues that to leverage big data analytics and realize performance gains, firms must develop strong big data analytics capabilities. Nevertheless, most studies operate under the assumption that there is limited heterogeneity in the way firms build their big data analytics capabilities and that related resources are of similar importance regardless of context. This paper draws on complexity theory and investigates the configurations of resources and contextual factors that lead to performance gains from big data analytics investments. Our empirical investigation followed a mixed methods approach using survey data from 175 chief information officers and IT managers working in Greek firms, and three case studies to show that depending on the context, big data analytics resources differ in significance when considering performance gains. Applying a fuzzy-set qualitative comparative analysis (fsQCA) method on the quantitative data, we show that there are four different patterns of elements surrounding big data analytics that lead to high performance. Outcomes of the three case studies highlight the inter-relationships between these elements and outline challenges that organizations face when orchestrating big data analytics resources.",https://doi.org/10.1016/j.jbusres.2019.01.044,2019,Patrick Mikalef and Maria Boura and George Lekakos and John Krogstie,BIG DATA ANALYTICS AND FIRM PERFORMANCE: FINDINGS FROM A MIXED-METHOD APPROACH,article
262,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),"46,935",7.550,0.03523,"The advent and development of digital technologies have brought about a proliferation of online consumer reviews (OCRs), i.e., real-time customers’ evaluations of products, services, and brands. Increasingly, e-commerce platforms are using them to gain insights from customer feedback. Meanwhile, a new generation of big data analytics (BDA) companies are crowdsourcing large volumes of OCRs by means of controlled ad hoc online experiments and advanced machine learning (ML) techniques to forecast demand and determine the market potential for new products in several industries. We illustrate how this process is taking place for consumer goods companies by exploring the case of UK digital BDA company, SoundOut. Based on an in-depth qualitative analysis, we develop the consumer goods company innovation (CGCI) conceptual framework, which illustrates how digital BDA firms help consumer goods companies to test new products before they are launched on the market, and innovate. Theoretical and managerial implications are discussed.",https://doi.org/10.1016/j.jbusres.2020.09.012,2020,Marcello M. Mariani and Samuel {Fosso Wamba},EXPLORING HOW CONSUMER GOODS COMPANIES INNOVATE IN THE DIGITAL AGE: THE ROLE OF BIG DATA ANALYTICS COMPANIES,article
263,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),"46,935",7.550,0.03523,"Big Data (BD), with their potential to ascertain valued insights for enhanced decision-making process, have recently attracted substantial interest from both academics and practitioners. Big Data Analytics (BDA) is increasingly becoming a trending practice that many organizations are adopting with the purpose of constructing valuable information from BD. The analytics process, including the deployment and use of BDA tools, is seen by organizations as a tool to improve operational efficiency though it has strategic potential, drive new revenue streams and gain competitive advantages over business rivals. However, there are different types of analytic applications to consider. Therefore, prior to hasty use and buying costly BD tools, there is a need for organizations to first understand the BDA landscape. Given the significant nature of the BD and BDA, this paper presents a state-of-the-art review that presents a holistic view of the BD challenges and BDA methods theorized/proposed/employed by organizations to help others understand this landscape with the objective of making robust investment decisions. In doing so, systematically analysing and synthesizing the extant research published on BD and BDA area. More specifically, the authors seek to answer the following two principal questions: Q1 – What are the different types of BD challenges theorized/proposed/confronted by organizations? and Q2 – What are the different types of BDA methods theorized/proposed/employed to overcome BD challenges?. This systematic literature review (SLR) is carried out through observing and understanding the past trends and extant patterns/themes in the BDA research area, evaluating contributions, summarizing knowledge, thereby identifying limitations, implications and potential further research avenues to support the academic community in exploring research themes/patterns. Thus, to trace the implementation of BD strategies, a profiling method is employed to analyze articles (published in English-speaking peer-reviewed journals between 1996 and 2015) extracted from the Scopus database. The analysis presented in this paper has identified relevant BD research studies that have contributed both conceptually and empirically to the expansion and accrual of intellectual wealth to the BDA in technology and organizational resource management discipline.",https://doi.org/10.1016/j.jbusres.2016.08.001,2017,Uthayasankar Sivarajah and Muhammad Mustafa Kamal and Zahir Irani and Vishanth Weerakkody,CRITICAL ANALYSIS OF BIG DATA CHALLENGES AND ANALYTICAL METHODS,article
264,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),"46,935",7.550,0.03523,"Machine learning (ML) is expected to transform the business landscape in the near future completely. Hitherto, some successful ML case-stories have emerged. However, how organizations can derive business value (BV) from ML has not yet been substantiated. We assemble a conceptual model, grounded on the dynamic capabilities theory, to uncover key drivers of ML BV, in terms of financial and strategic performance. The proposed model was assessed by surveying 319 corporations. Our findings are that ML use, big data analytics maturity, platform maturity, top management support, and process complexity are, to some extent, drivers of ML BV. We also find that platform maturity has, to some degree, a moderator influence between ML use and ML BV, and between big data analytics maturity and ML BV. To the best of our knowledge, this is the first research to deliver such findings in the ML field.",https://doi.org/10.1016/j.jbusres.2020.05.053,2020,Carolina Reis and Pedro Ruivo and Tiago Oliveira and Paulo Faroleiro,ASSESSING THE DRIVERS OF MACHINE LEARNING BUSINESS VALUE,article
