,sourceid,title_x,type,issn,sjr,sjr best quartile,h index,total docs. (2020),total docs. (3years),total refs.,total cites (3years),citable docs. (3years),cites / doc. (2years),ref. / doc.,country,region,publisher,coverage,categories,campo_join,title_y,total cites,journal impact factor,eigenfactor score,abstract,doi,year,author,title,type_publication
129,19419,COMPUTERS IN HUMAN BEHAVIOR,journal,07475632,"2,108",Q1,178,385,1597,26867,14501,1573,"7,83","69,78",United Kingdom,Western Europe,Elsevier Ltd.,1985-2021,Arts and Humanities (miscellaneous) (Q1); Human-Computer Interaction (Q1); Psychology (miscellaneous) (Q1),COMPUTERS IN HUMAN BEHAVIOR,COMPUTERS IN HUMAN BEHAVIOR,"45,035",6.829,0.05973,"The scale and complexity of big data quickly exceed the reach of direct human comprehension and increasingly require machine assistance to semantically analyze, organize, and interpret vast and diverse sources of big data in order to unlock its strategic value. Due to its volume, velocity, variety, and veracity, big data integration challenges overwhelm traditional integration approaches leaving many integration possibilities out of reach. Unlocking the value of big data requires innovative technology. Organizations must have the innovativeness and data capability to adopt the technology and harness its potential value. The Semantic Web (SW) technology has demonstrated its potential for integrating big data and has become important technology for tackling big data. Despite its importance to manage big data, little research has examined the determinants affecting SW adoption. Drawing upon the technology–organization–environment framework as a theory base, this study develops a research model explaining the factors affecting the adoption of SW technology from IT professionals' perspective, specifically in the context of corporate computing enterprises. We validate the proposed model using a set of empirical data collected from IT professionals including IT managers, system architects, software developers, and web developers. The findings suggest that perceived usefulness, perceived ease of use, organization's innovativeness, organization's data capability, and applicability to data management are important drivers of SW adoption. This study provides new insights on theories of organizational IT adoption from IT professionals' perspectives tailored to the context of SW technology.",https://doi.org/10.1016/j.chb.2018.04.014,2018,Dan J. Kim and John Hebeler and Victoria Yoon and Fred Davis,"EXPLORING DETERMINANTS OF SEMANTIC WEB TECHNOLOGY ADOPTION FROM IT PROFESSIONALS' PERSPECTIVE: INDUSTRY COMPETITION, ORGANIZATION INNOVATIVENESS, AND DATA MANAGEMENT CAPABILITY",article
130,27467,GYNECOLOGIC ONCOLOGY,journal,"00908258, 10956859","2,105",Q1,162,480,1150,15477,5359,1087,"4,41","32,24",United States,Northern America,Academic Press Inc.,1972-2020,Obstetrics and Gynecology (Q1); Oncology (Q1),GYNECOLOGIC ONCOLOGY,GYNECOLOGIC ONCOLOGY,"29,012",5.482,0.02767,"Oncology is undergoing a data-driven metamorphosis. Armed with new and ever more efficient molecular and information technologies, we have entered an era where data is helping us spearhead the fight against cancer. This technology driven data explosion, often referred to as “big data”, is not only expediting biomedical discovery, but it is also rapidly transforming the practice of oncology into an information science. This evolution is critical, as results to-date have revealed the immense complexity and genetic heterogeneity of patients and their tumors, a sobering reminder of the challenge facing every patient and their oncologist. This can only be addressed through development of clinico-molecular data analytics that provide a deeper understanding of the mechanisms controlling the biological and clinical response to available therapeutic options. Beyond the exciting implications for improved patient care, such advancements in predictive and evidence-based analytics stand to profoundly affect the processes of cancer drug discovery and associated clinical trials.",https://doi.org/10.1016/j.ygyno.2016.02.022,2016,Guillaume Taglang and David B. Jackson,USE OF “BIG DATA” IN DRUG DISCOVERY AND CLINICAL TRIALS,article
131,29403,ENERGY POLICY,journal,03014215,"2,093",Q1,217,679,2165,40582,14111,2135,"6,29","59,77",United Kingdom,Western Europe,Elsevier BV,1973-2020,"Energy (miscellaneous) (Q1); Management, Monitoring, Policy and Law (Q1)",ENERGY POLICY,ENERGY POLICY,"60,369",6.142,0.04319,"The upstream oil and gas industry has been contending with massive data sets and monolithic files for many years, but “Big Data” is a relatively new concept that has the potential to significantly re-shape the industry. Despite the impressive amount of value that is being realized by Big Data technologies in other parts of the marketplace, however, much of the data collected within the oil and gas sector tends to be discarded, ignored, or analyzed in a very cursory way. This viewpoint examines existing data management practices in the upstream oil and gas industry, and compares them to practices and philosophies that have emerged in organizations that are leading the way in Big Data. The comparison shows that, in companies that are widely considered to be leaders in Big Data analytics, data is regarded as a valuable asset—but this is usually not true within the oil and gas industry insofar as data is frequently regarded there as descriptive information about a physical asset rather than something that is valuable in and of itself. The paper then discusses how the industry could potentially extract more value from data, and concludes with a series of policy-related questions to this end.",https://doi.org/10.1016/j.enpol.2015.02.020,2015,Robert K. Perrons and Jesse W. Jensen,DATA AS AN ASSET: WHAT THE OIL AND GAS SECTOR CAN LEARN FROM OTHER INDUSTRIES ABOUT “BIG DATA”,article
132,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),JOURNAL OF BUSINESS RESEARCH,JOURNAL OF BUSINESS RESEARCH,"46,935",7.550,0.03523,"This paper examines the challenges of leveraging big data in the humanitarian sector in support of UN Sustainable Development Goal 17 “Partnerships for the Goals”. The full promise of Big Data is underpinned by a tacit assumption that the heterogeneous ‘exhaust trail’ of data is contextually relevant and sufficiently granular to be mined for value. This promise, however, relies on relationality – that patterns can be derived from combining different pieces of data that are of corresponding detail or that there are effective mechanisms to resolve differences in detail. Here, we present empirical work integrating eight heterogeneous datasets from the humanitarian domain to provide evidence of the inherent challenge of complexity resulting from differing levels of data granularity. In clarifying this challenge, we explore the reasons why it is manifest, discuss strategies for addressing it and, as our principal contribution, identify five propositions to guide future research.",https://doi.org/10.1016/j.jbusres.2020.09.035,2021,David Bell and Mark Lycett and Alaa Marshan and Asmat Monaghan,EXPLORING FUTURE CHALLENGES FOR BIG DATA IN THE HUMANITARIAN DOMAIN,article
133,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),JOURNAL OF BUSINESS RESEARCH,JOURNAL OF BUSINESS RESEARCH,"46,935",7.550,0.03523,"Prior research articulated the importance of developing a big data analytics capability but did not show how to cultivate this development. Drawing on the literature on this topic, this study develops the concept of Big Data capability, which enhances our understanding of Big Data practice beyond that captured in previous literature on the concept of big data analytics capability. This study further highlights the strategic implications of the concept by testing its relationship to three strategic orientations and one aspect of organizational culture. Findings show that customer, entrepreneurial, and technology orientations, and developmental culture are important contributors to the development of Big Data capability.",https://doi.org/10.1016/j.jbusres.2019.07.016,2019,Canchu Lin and Anand Kunnathur,"STRATEGIC ORIENTATIONS, DEVELOPMENTAL CULTURE, AND BIG DATA CAPABILITY",article
134,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),JOURNAL OF BUSINESS RESEARCH,JOURNAL OF BUSINESS RESEARCH,"46,935",7.550,0.03523,"The lack of sufficient big data-based approaches impedes the development of human resource management (HRM) research and practices. Although scholars have realized the importance of applying a big data approach to HRM research, clear guidance is lacking regarding how to integrate the two. Using a clustering algorithm based on the big data research paradigm, we first conduct a bibliometric review to quantitatively assess and scientifically map the evolution of the current big data HRM literature. Based on this systematic review, we propose a general theoretical framework described as “Inductive (Prediction paradigm: Data mining/Theory building) vs. Deductive (Explanation paradigm: Theory testing)”. In this framework, we discuss potential research questions, their corresponding levels of analysis, relevant methods, data sources and software. We then summarize the general procedures for conducting big data research within HRM research. Finally, we propose a future agenda for applying big data approaches to HRM research and identify five promising HRM research topics at the micro, meso and macro levels along with three challenges and limitations that HRM scholars may face in the era of big data.",https://doi.org/10.1016/j.jbusres.2021.04.019,2021,Yucheng Zhang and Shan Xu and Long Zhang and Mengxi Yang,BIG DATA AND HUMAN RESOURCE MANAGEMENT RESEARCH: AN INTEGRATIVE REVIEW AND NEW DIRECTIONS FOR FUTURE RESEARCH,article
135,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),JOURNAL OF BUSINESS RESEARCH,JOURNAL OF BUSINESS RESEARCH,"46,935",7.550,0.03523,"Big data analytics (BDA) has recently gained importance as an emerging technology for handling big data. The use of advanced techniques with differing levels of intelligence, such as descriptive, predictive, prescriptive, and autonomous analytics, is expected to create value for firms. By viewing BDA as a sociotechnical system, we conduct a meta-analysis of 107 individual studies to integrate prior evidence on the role of the technical and social factors of BDA in creating BDA business value. The findings underline the predominant role of the social components in enhancing firm performance, such as the BDA system’s human factors and a nurturing organizational structure, in contrast to the minor role of the technological factors. However, both the technical and social factors are found to be strong determinants of BDA business value. Through the combined lens of sociotechnical theory and the IS business value framework, we contribute to research and practice by enhancing the understanding of the main technical and social determinants of BDA business value at the firm level.",https://doi.org/10.1016/j.jbusres.2022.08.028,2022,Thuy Duong Oesterreich and Eduard Anton and Frank Teuteberg and Yogesh K Dwivedi,THE ROLE OF THE SOCIAL AND TECHNICAL FACTORS IN CREATING BUSINESS VALUE FROM BIG DATA ANALYTICS: A META-ANALYSIS,article
136,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),JOURNAL OF BUSINESS RESEARCH,JOURNAL OF BUSINESS RESEARCH,"46,935",7.550,0.03523,"The use of social media for innovation requires firms to manage rapid information transfers, big data, and multiway communication. Yet managers lack clear insights on the way social media should be managed and current literature is dispersed across various research streams. In this article, the authors aim to develop a better understanding of how social media use should be leveraged for innovation. To achieve this objective, they build a systematic review of evidence from 177 scientific articles across four key management disciplines. They analyze research perspectives and conceptualizations of social media use for innovation and provide a framework of the drivers, contingencies and outcomes related to this topic. Next, they attempt to identify what is currently known about social media use for innovation. Last, they suggest critical areas for future inquiry on this important subject.",https://doi.org/10.1016/j.jbusres.2022.01.039,2022,Marie-Isabelle Muninger and Dominik Mahr and Wafa Hammedi,SOCIAL MEDIA USE: A REVIEW OF INNOVATION MANAGEMENT PRACTICES,article
137,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),JOURNAL OF BUSINESS RESEARCH,JOURNAL OF BUSINESS RESEARCH,"46,935",7.550,0.03523,"The emerging Big Data integration imposes diverse challenges, compromising the sustainable business research practice. Heterogeneity, multi-dimensionality, velocity, and massive volumes that challenge Big Data paradigm may preclude the effective data and system integration processes. Business alignments get affected within and across joint ventures as enterprises attempt to adapt to changes in industrial environments rapidly. In the context of the Oil and Gas industry, we design integrated artefacts for a resilient multidimensional warehouse repository. With access to several decades of resource data in upstream companies, we incorporate knowledge-based data models with spatial-temporal dimensions in data schemas to minimize ambiguity in warehouse repository implementation. The design considerations ensure uniqueness and monotonic properties of dimensions, maintaining the connectivity between artefacts and achieving the business alignments. The multidimensional attributes envisage Big Data analysts a scope of business research with valuable new knowledge for decision support systems and adding further business values in geographic scales.",https://doi.org/10.1016/j.jbusres.2018.04.029,2018,Shastri L. Nimmagadda and Torsten Reiners and Lincoln C. Wood,ON BIG DATA-GUIDED UPSTREAM BUSINESS RESEARCH AND ITS KNOWLEDGE MANAGEMENT,article
138,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),JOURNAL OF BUSINESS RESEARCH,JOURNAL OF BUSINESS RESEARCH,"46,935",7.550,0.03523,"Although big data analytics have tremendous benefits for healthcare organizations, extant research has paid insufficient attention to the exploration of its business value. In order to bridge this knowledge gap, this study proposes a big data analytics-enabled business value model in which we use the resource-based theory (RBT) and capability building view to explain how big data analytics capabilities can be developed and what potential benefits can be obtained by these capabilities in the health care industries. Using this model, we investigate 109 case descriptions, covering 63 healthcare organizations to explore the causal relationships between the big data analytics capabilities and business value and the path-to-value chains for big data analytics success. Our findings provide new insights to healthcare practitioners on how to constitute big data analytics capabilities for business transformation and offer an empirical basis that can stimulate a more detailed investigation of big data analytics implementation.",https://doi.org/10.1016/j.jbusres.2016.08.002,2017,Yichuan Wang and Nick Hajli,EXPLORING THE PATH TO BIG DATA ANALYTICS SUCCESS IN HEALTHCARE,article
139,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),JOURNAL OF BUSINESS RESEARCH,JOURNAL OF BUSINESS RESEARCH,"46,935",7.550,0.03523,"Consumer analytics is at the epicenter of a Big Data revolution. Technology helps capture rich and plentiful data on consumer phenomena in real time. Thus, unprecedented volume, velocity, and variety of primary data, Big Data, are available from individual consumers. To better understand the impact of Big Data on various marketing activities, enabling firms to better exploit its benefits, a conceptual framework that builds on resource-based theory is proposed. Three resources—physical, human, and organizational capital—moderate the following: (1) the process of collecting and storing evidence of consumer activity as Big Data, (2) the process of extracting consumer insight from Big Data, and (3) the process of utilizing consumer insight to enhance dynamic/adaptive capabilities. Furthermore, unique resource requirements for firms to benefit from Big Data are discussed.",https://doi.org/10.1016/j.jbusres.2015.07.001,2016,Sunil Erevelles and Nobuyuki Fukawa and Linda Swayne,BIG DATA CONSUMER ANALYTICS AND THE TRANSFORMATION OF MARKETING,article
140,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),JOURNAL OF BUSINESS RESEARCH,JOURNAL OF BUSINESS RESEARCH,"46,935",7.550,0.03523,"Grounded in gestalt insight learning theory and organizational learning theory, we collected data from 280 middle and top-level managers to investigate the impact of each big data characteristic (i.e., data volume, data velocity, data variety, and data veracity) on firm innovation competency (i.e., exploitation competency and exploration competency), mediated through data-driven insight generation (i.e., descriptive insight, predictive insight, and prescriptive insight). Findings show that while data velocity, variety, and veracity enhance data-driven insight generation, data volume does not impact it. Additionally, results of the post hoc analysis indicate that while descriptive and predictive insights improve innovation competency, prescriptive insight does not affect it. These results provide interesting and unique theoretical and practical insights.",https://doi.org/10.1016/j.jbusres.2019.07.006,2019,Maryam Ghasemaghaei and Goran Calic,DOES BIG DATA ENHANCE FIRM INNOVATION COMPETENCY? THE MEDIATING ROLE OF DATA-DRIVEN INSIGHTS,article
141,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),JOURNAL OF BUSINESS RESEARCH,JOURNAL OF BUSINESS RESEARCH,"46,935",7.550,0.03523,"Organizations are looking for ways to harness the power of big data (BD) to improve their decision making. Despite its significance the effects of BD on decision-making quality has been given scant attention in the literature. In this paper factors influencing decision-making based on BD are identified using a case study. BD is collected from different sources that have various data qualities and are processed by various organizational entities resulting in the creation of a big data chain. The veracity (manipulation, noise), variety (heterogeneity of data) and velocity (constantly changing data sources) amplified by the size of big data calls for relational and contractual governance mechanisms to ensure BD quality and being able to contextualize data. The case study reveals that taking advantage of big data is an evolutionary process in which the gradually understanding of the potential of big data and the routinization of processes plays a crucial role.",https://doi.org/10.1016/j.jbusres.2016.08.007,2017,Marijn Janssen and Haiko {van der Voort} and Agung Wahyudi,FACTORS INFLUENCING BIG DATA DECISION-MAKING QUALITY,article
142,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),JOURNAL OF BUSINESS RESEARCH,JOURNAL OF BUSINESS RESEARCH,"46,935",7.550,0.03523,"Although big data analytics (BDA) is considered the next “frontier” in data science by creating potential business opportunities, the way to extract those opportunities is unclear. This paper aims to understand the antecedents of BDA value at a firm level. The authors performed a study using a mixed methodology approach. First, by carrying out a Delphi study to explore and rank the antecedents affecting the creation of BDA value. Based on the Delphi results, we propose an empirically validated model supported by a survey conducted on 175 European firms to explain the antecedents of BDA sustained value. The results show that the proposed model explains 62% of BDA sustained value at the firm level, where the most critical contributor is BDA use. We provide directions for managers to support their decisions on BDA strategy definition and refinement. For academics, we extend BDA value literature and outline some potential research opportunities.",https://doi.org/10.1016/j.jbusres.2018.12.072,2019,Nadine Côrte-Real and Pedro Ruivo and Tiago Oliveira and Aleš Popovič,UNLOCKING THE DRIVERS OF BIG DATA ANALYTICS VALUE IN FIRMS,article
143,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),JOURNAL OF BUSINESS RESEARCH,JOURNAL OF BUSINESS RESEARCH,"46,935",7.550,0.03523,"Customer experience (CX) has emerged as a sustainable source of competitive differentiation. Recent developments in big data analytics (BDA) have exposed possibilities to unlock customer insights for customer experience management (CXM). Research at the intersection of these two fields is scarce and there is a need for conceptual work that (1) provides an overview of opportunities to use BDA for CXM and (2) guides management practice and future research. The purpose of this paper is therefore to develop a strategic framework for CXM based on CX insights resulting from BDA. Our conceptualisation is comprehensive and is particularly relevant for researchers and practitioners who are less familiar with the potential of BDA for CXM. For managers, we provide a step-by-step guide on how to kick-start or implement our strategic framework. For researchers, we propose some opportunities for future studies in this promising research area.",https://doi.org/10.1016/j.jbusres.2020.01.022,2020,Maria Holmlund and Yves {Van Vaerenbergh} and Robert Ciuchita and Annika Ravald and Panagiotis Sarantopoulos and Francisco Villarroel Ordenes and Mohamed Zaki,CUSTOMER EXPERIENCE MANAGEMENT IN THE AGE OF BIG DATA ANALYTICS: A STRATEGIC FRAMEWORK,article
144,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),JOURNAL OF BUSINESS RESEARCH,JOURNAL OF BUSINESS RESEARCH,"46,935",7.550,0.03523,"Big data analytics has been widely regarded as a breakthrough technological development in academic and business communities. Despite the growing number of firms that are launching big data initiatives, there is still limited understanding on how firms translate the potential of such technologies into business value. The literature argues that to leverage big data analytics and realize performance gains, firms must develop strong big data analytics capabilities. Nevertheless, most studies operate under the assumption that there is limited heterogeneity in the way firms build their big data analytics capabilities and that related resources are of similar importance regardless of context. This paper draws on complexity theory and investigates the configurations of resources and contextual factors that lead to performance gains from big data analytics investments. Our empirical investigation followed a mixed methods approach using survey data from 175 chief information officers and IT managers working in Greek firms, and three case studies to show that depending on the context, big data analytics resources differ in significance when considering performance gains. Applying a fuzzy-set qualitative comparative analysis (fsQCA) method on the quantitative data, we show that there are four different patterns of elements surrounding big data analytics that lead to high performance. Outcomes of the three case studies highlight the inter-relationships between these elements and outline challenges that organizations face when orchestrating big data analytics resources.",https://doi.org/10.1016/j.jbusres.2019.01.044,2019,Patrick Mikalef and Maria Boura and George Lekakos and John Krogstie,BIG DATA ANALYTICS AND FIRM PERFORMANCE: FINDINGS FROM A MIXED-METHOD APPROACH,article
145,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),JOURNAL OF BUSINESS RESEARCH,JOURNAL OF BUSINESS RESEARCH,"46,935",7.550,0.03523,"The advent and development of digital technologies have brought about a proliferation of online consumer reviews (OCRs), i.e., real-time customers’ evaluations of products, services, and brands. Increasingly, e-commerce platforms are using them to gain insights from customer feedback. Meanwhile, a new generation of big data analytics (BDA) companies are crowdsourcing large volumes of OCRs by means of controlled ad hoc online experiments and advanced machine learning (ML) techniques to forecast demand and determine the market potential for new products in several industries. We illustrate how this process is taking place for consumer goods companies by exploring the case of UK digital BDA company, SoundOut. Based on an in-depth qualitative analysis, we develop the consumer goods company innovation (CGCI) conceptual framework, which illustrates how digital BDA firms help consumer goods companies to test new products before they are launched on the market, and innovate. Theoretical and managerial implications are discussed.",https://doi.org/10.1016/j.jbusres.2020.09.012,2020,Marcello M. Mariani and Samuel {Fosso Wamba},EXPLORING HOW CONSUMER GOODS COMPANIES INNOVATE IN THE DIGITAL AGE: THE ROLE OF BIG DATA ANALYTICS COMPANIES,article
146,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),JOURNAL OF BUSINESS RESEARCH,JOURNAL OF BUSINESS RESEARCH,"46,935",7.550,0.03523,"Big Data (BD), with their potential to ascertain valued insights for enhanced decision-making process, have recently attracted substantial interest from both academics and practitioners. Big Data Analytics (BDA) is increasingly becoming a trending practice that many organizations are adopting with the purpose of constructing valuable information from BD. The analytics process, including the deployment and use of BDA tools, is seen by organizations as a tool to improve operational efficiency though it has strategic potential, drive new revenue streams and gain competitive advantages over business rivals. However, there are different types of analytic applications to consider. Therefore, prior to hasty use and buying costly BD tools, there is a need for organizations to first understand the BDA landscape. Given the significant nature of the BD and BDA, this paper presents a state-of-the-art review that presents a holistic view of the BD challenges and BDA methods theorized/proposed/employed by organizations to help others understand this landscape with the objective of making robust investment decisions. In doing so, systematically analysing and synthesizing the extant research published on BD and BDA area. More specifically, the authors seek to answer the following two principal questions: Q1 – What are the different types of BD challenges theorized/proposed/confronted by organizations? and Q2 – What are the different types of BDA methods theorized/proposed/employed to overcome BD challenges?. This systematic literature review (SLR) is carried out through observing and understanding the past trends and extant patterns/themes in the BDA research area, evaluating contributions, summarizing knowledge, thereby identifying limitations, implications and potential further research avenues to support the academic community in exploring research themes/patterns. Thus, to trace the implementation of BD strategies, a profiling method is employed to analyze articles (published in English-speaking peer-reviewed journals between 1996 and 2015) extracted from the Scopus database. The analysis presented in this paper has identified relevant BD research studies that have contributed both conceptually and empirically to the expansion and accrual of intellectual wealth to the BDA in technology and organizational resource management discipline.",https://doi.org/10.1016/j.jbusres.2016.08.001,2017,Uthayasankar Sivarajah and Muhammad Mustafa Kamal and Zahir Irani and Vishanth Weerakkody,CRITICAL ANALYSIS OF BIG DATA CHALLENGES AND ANALYTICAL METHODS,article
147,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),JOURNAL OF BUSINESS RESEARCH,JOURNAL OF BUSINESS RESEARCH,"46,935",7.550,0.03523,"Machine learning (ML) is expected to transform the business landscape in the near future completely. Hitherto, some successful ML case-stories have emerged. However, how organizations can derive business value (BV) from ML has not yet been substantiated. We assemble a conceptual model, grounded on the dynamic capabilities theory, to uncover key drivers of ML BV, in terms of financial and strategic performance. The proposed model was assessed by surveying 319 corporations. Our findings are that ML use, big data analytics maturity, platform maturity, top management support, and process complexity are, to some extent, drivers of ML BV. We also find that platform maturity has, to some degree, a moderator influence between ML use and ML BV, and between big data analytics maturity and ML BV. To the best of our knowledge, this is the first research to deliver such findings in the ML field.",https://doi.org/10.1016/j.jbusres.2020.05.053,2020,Carolina Reis and Pedro Ruivo and Tiago Oliveira and Paulo Faroleiro,ASSESSING THE DRIVERS OF MACHINE LEARNING BUSINESS VALUE,article
148,20550,JOURNAL OF BUSINESS RESEARCH,journal,01482963,"2,049",Q1,195,878,1342,73221,11507,1315,"7,38","83,40",United States,Northern America,Elsevier Inc.,1973-2021,Marketing (Q1),JOURNAL OF BUSINESS RESEARCH,JOURNAL OF BUSINESS RESEARCH,"46,935",7.550,0.03523,"Data analytics has gained importance in human resource management (HRM) for its ability to provide insights based on data-driven decision-making processes. However, integrating an analytics-based approach in HRM is a complex process, and hence, many organizations are unable to adopt HR Analytics (HRA). Using a framework synthesis approach, we first identify the challenges that hinder the practice of HRA and then develop a framework to explain the different factors that impact the adoption of HRA within organizations. This study identifies the key aspects related to the technological, organizational, environmental, data governance, and individual factors that influence the adoption of HRA. In addition, this paper determines 23 sub-dimensions of these five factors as the crucial aspects for successfully implementing and practicing HRA within organizations. We also discuss the implications of the framework for HR leaders, HR Managers, CEOs, IT Managers and consulting practitioners for effective adoption of HRA in organization.",https://doi.org/10.1016/j.jbusres.2021.03.054,2021,Sateesh.V. Shet and Tanuj Poddar and Fosso {Wamba Samuel} and Yogesh K. Dwivedi,EXAMINING THE DETERMINANTS OF SUCCESSFUL ADOPTION OF DATA ANALYTICS IN HUMAN RESOURCE MANAGEMENT – A FRAMEWORK FOR IMPLICATIONS,article
149,21100787106,JOURNAL OF INDUSTRIAL INFORMATION INTEGRATION,journal,2452414X,"2,042",Q1,24,28,86,2152,1361,83,"12,26","76,86",Netherlands,Western Europe,Elsevier BV,2016-2020,Industrial and Manufacturing Engineering (Q1); Information Systems and Management (Q1),JOURNAL OF INDUSTRIAL INFORMATION INTEGRATION,JOURNAL OF INDUSTRIAL INFORMATION INTEGRATION,"1,149",10.063,0.00148,"Industry 4.0 (I4.0) defines a new paradigm to produce high-quality products at the low cost by reacting quickly and effectively to changing demands in the highly volatile global markets. In Industry 4.0, the adoption of Internet of Things (IoT)-enabled Wireless Sensors (WSs) in the manufacturing processes, such as equipment, machining, assembly, material handling, inspection, etc., generates a huge volume of data known as Industrial Big Data (IBD). However, the reliable and efficient gathering and transmission of this big data from the source sensors to the floor inspection system for the real-time monitoring of unexpected changes in the production and quality control processes is the biggest challenge for Industrial Wireless Sensor Networks (IWSNs). This is because of the harsh nature of the indoor industrial environment that causes high noise, signal fading, multipath effects, heat and electromagnetic interference, which reduces the transmission quality and trigger errors in the IWSNs. Therefore, this paper proposes a novel cross-layer data gathering approach called CBI4.0 for active monitoring and control of manufacturing processes in the Industry 4.0. The key aim of the proposed CBI4.0 scheme is to exploit the multi-channel and multi-radio architecture of the sensor network to guarantee quality of service (QoS) requirements, such as higher data rates, throughput, and low packet loss, corrupted packets, and latency by dynamically switching between different frequency bands in the Multichannel Wireless Sensor Networks (MWSNs). By performing several simulation experiments through EstiNet 9.0 simulator, the performance of the proposed CBI4.0 scheme is compared against existing studies in the automobile Industry 4.0. The experimental outcomes show that the proposed scheme outperforms existing schemes and is suitable for effective control and monitoring of various events in the automobile Industry 4.0.",https://doi.org/10.1016/j.jii.2021.100236,2021,Muhammad Faheem and Rizwan Aslam Butt and Rashid Ali and Basit Raza and Md. Asri Ngadi and Vehbi Cagri Gungor,CBI4.0: A CROSS-LAYER APPROACH FOR BIG DATA GATHERING FOR ACTIVE MONITORING AND MAINTENANCE IN THE MANUFACTURING INDUSTRY 4.0,article
